code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_assessment_score,assessment_count,total_vle_clicks,date_registration,date_unregistration,module_presentation_length,final_score,dropout,Deletion_Row_Removed,id_student_Mean_Imputed,num_of_prev_attempts_Mean_Imputed,studied_credits_Mean_Imputed,avg_assessment_score_Mean_Imputed,assessment_count_Mean_Imputed,total_vle_clicks_Mean_Imputed,date_registration_Mean_Imputed,date_unregistration_Mean_Imputed,module_presentation_length_Mean_Imputed,final_score_Mean_Imputed,dropout_Mean_Imputed,id_student_Median_Imputed,num_of_prev_attempts_Median_Imputed,studied_credits_Median_Imputed,avg_assessment_score_Median_Imputed,assessment_count_Median_Imputed,total_vle_clicks_Median_Imputed,date_registration_Median_Imputed,date_unregistration_Median_Imputed,module_presentation_length_Median_Imputed,final_score_Median_Imputed,dropout_Median_Imputed,id_student_Model_Imputed,num_of_prev_attempts_Model_Imputed,studied_credits_Model_Imputed,avg_assessment_score_Model_Imputed,assessment_count_Model_Imputed,total_vle_clicks_Model_Imputed,date_registration_Model_Imputed,date_unregistration_Model_Imputed,module_presentation_length_Model_Imputed,final_score_Model_Imputed,dropout_Model_Imputed,code_module_Missing,code_presentation_Missing,id_student_Missing,gender_Missing,region_Missing,highest_education_Missing,imd_band_Missing,age_band_Missing,num_of_prev_attempts_Missing,studied_credits_Missing,disability_Missing,final_result_Missing,avg_assessment_score_Missing,assessment_count_Missing,total_vle_clicks_Missing,date_registration_Missing,date_unregistration_Missing,module_presentation_length_Missing,final_score_Missing,dropout_Missing
DDD,2013J,293853,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,64.14285714285714,7,395,-29.0,,261,70.0,0,1,293853,0,60,64.14285714285714,7,395,-29.0,49.757644956314536,261,70.0,0,293853,0,60,64.14285714285714,7,395,-29.0,27.0,261,70.0,0,293853,0,60,64.14285714285714,7,395,-29.0,49.19420169385343,261,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,294364,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,60,N,Fail,79.16666666666667,6,1779,-69.0,,261,90.0,0,1,294364,0,60,79.16666666666667,6,1779,-69.0,49.757644956314536,261,90.0,0,294364,0,60,79.16666666666667,6,1779,-69.0,27.0,261,90.0,0,294364,0,60,79.16666666666667,6,1779,-69.0,49.1948944843222,261,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,296813,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0.0,0,0,-157.0,-30.0,261,,1,1,296813,0,60,0.0,0,0,-157.0,-30.0,261,72.27975744871986,1,296813,0,60,0.0,0,0,-157.0,-30.0,261,76.0,1,296813,0,60,0.0,0,0,-157.0,-30.0,261,71.89941507825975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,296849,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,0.0,0,10,-163.0,103.0,261,,1,1,296849,0,90,0.0,0,10,-163.0,103.0,261,72.27975744871986,1,296849,0,90,0.0,0,10,-163.0,103.0,261,76.0,1,296849,0,90,0.0,0,10,-163.0,103.0,261,71.89944832381872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,297382,M,London Region,HE Qualification,60-70%,0-35,0,120,N,Withdrawn,0.0,0,32,-36.0,-5.0,261,,1,1,297382,0,120,0.0,0,32,-36.0,-5.0,261,72.27975744871986,1,297382,0,120,0.0,0,32,-36.0,-5.0,261,76.0,1,297382,0,120,0.0,0,32,-36.0,-5.0,261,71.89994054278917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,298402,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,75.85714285714286,7,3123,-199.0,,261,85.0,0,1,298402,0,120,75.85714285714286,7,3123,-199.0,49.757644956314536,261,85.0,0,298402,0,120,75.85714285714286,7,3123,-199.0,27.0,261,85.0,0,298402,0,120,75.85714285714286,7,3123,-199.0,49.20036902035521,261,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,298911,F,Scotland,Lower Than A Level,30-40%,0-35,0,70,N,Withdrawn,0.0,0,82,-44.0,114.0,261,,1,1,298911,0,70,0.0,0,82,-44.0,114.0,261,72.27975744871986,1,298911,0,70,0.0,0,82,-44.0,114.0,261,76.0,1,298911,0,70,0.0,0,82,-44.0,114.0,261,71.90135255555802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,299473,M,East Midlands Region,Lower Than A Level,40-50%,0-35,2,60,Y,Fail,43.42857142857143,7,1129,-205.0,,261,40.0,0,1,299473,2,60,43.42857142857143,7,1129,-205.0,49.757644956314536,261,40.0,0,299473,2,60,43.42857142857143,7,1129,-205.0,27.0,261,40.0,0,299473,2,60,43.42857142857143,7,1129,-205.0,49.2018210332555,261,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,303582,F,North Western Region,A Level or Equivalent,Oct-20,0-35,0,105,N,Pass,66.5,6,429,-26.0,,261,83.0,0,1,303582,0,105,66.5,6,429,-26.0,49.757644956314536,261,83.0,0,303582,0,105,66.5,6,429,-26.0,27.0,261,83.0,0,303582,0,105,66.5,6,429,-26.0,49.207391827846806,261,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,305535,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,2,180,N,Pass,66.85714285714286,7,143,101.0,,261,73.0,0,1,305535,2,180,66.85714285714286,7,143,101.0,49.757644956314536,261,73.0,0,305535,2,180,66.85714285714286,7,143,101.0,27.0,261,73.0,0,305535,2,180,66.85714285714286,7,143,101.0,49.21003961607674,261,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,305702,F,London Region,A Level or Equivalent,Oct-20,0-35,1,120,N,Withdrawn,52.0,3,173,-45.0,123.0,261,29.0,1,0,305702,1,120,52.0,3,173,-45.0,123.0,261,29.0,1,305702,1,120,52.0,3,173,-45.0,123.0,261,29.0,1,305702,1,120,52.0,3,173,-45.0,123.0,261,29.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,307932,M,Scotland,HE Qualification,90-100%,0-35,1,120,N,Fail,19.0,1,29,-79.0,,261,20.0,0,1,307932,1,120,19.0,1,29,-79.0,49.757644956314536,261,20.0,0,307932,1,120,19.0,1,29,-79.0,27.0,261,20.0,0,307932,1,120,19.0,1,29,-79.0,49.21328935923453,261,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,308231,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,54.0,2,370,-45.0,,261,53.0,0,1,308231,0,60,54.0,2,370,-45.0,49.757644956314536,261,53.0,0,308231,0,60,54.0,2,370,-45.0,27.0,261,53.0,0,308231,0,60,54.0,2,370,-45.0,49.21369472978279,261,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,308707,F,South West Region,Lower Than A Level,60-70%,0-35,1,120,N,Withdrawn,58.66666666666666,3,500,-80.0,142.0,261,73.0,1,0,308707,1,120,58.66666666666666,3,500,-80.0,142.0,261,73.0,1,308707,1,120,58.66666666666666,3,500,-80.0,142.0,261,73.0,1,308707,1,120,58.66666666666666,3,500,-80.0,142.0,261,73.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,308982,M,North Western Region,HE Qualification,60-70%,0-35,1,60,N,Withdrawn,0.0,0,0,-12.0,-11.0,261,,1,1,308982,1,60,0.0,0,0,-12.0,-11.0,261,72.27975744871986,1,308982,1,60,0.0,0,0,-12.0,-11.0,261,76.0,1,308982,1,60,0.0,0,0,-12.0,-11.0,261,71.91065300068242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,309258,M,South West Region,HE Qualification,60-70%,35-55,1,120,N,Withdrawn,0.0,0,173,-150.0,23.0,261,,1,1,309258,1,120,0.0,0,173,-150.0,23.0,261,72.27975744871986,1,309258,1,120,0.0,0,173,-150.0,23.0,261,76.0,1,309258,1,120,0.0,0,173,-150.0,23.0,261,71.91090788330126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,311117,M,Scotland,A Level or Equivalent,0-10%,0-35,1,60,Y,Withdrawn,0.0,0,421,-30.0,171.0,261,,1,1,311117,1,60,0.0,0,421,-30.0,171.0,261,72.27975744871986,1,311117,1,60,0.0,0,421,-30.0,171.0,261,76.0,1,311117,1,60,0.0,0,421,-30.0,171.0,261,71.91262464702743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,311474,M,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,37.5,2,99,-131.0,88.0,261,44.0,1,0,311474,0,90,37.5,2,99,-131.0,88.0,261,44.0,1,311474,0,90,37.5,2,99,-131.0,88.0,261,44.0,1,311474,0,90,37.5,2,99,-131.0,88.0,261,44.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,311877,F,South West Region,Lower Than A Level,Oct-20,0-35,0,90,N,Withdrawn,43.25,4,718,-59.0,207.0,261,44.0,1,0,311877,0,90,43.25,4,718,-59.0,207.0,261,44.0,1,311877,0,90,43.25,4,718,-59.0,207.0,261,44.0,1,311877,0,90,43.25,4,718,-59.0,207.0,261,44.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,314123,F,North Region,A Level or Equivalent,Oct-20,0-35,1,60,N,Withdrawn,0.0,0,0,-158.0,-25.0,261,,1,1,314123,1,60,0.0,0,0,-158.0,-25.0,261,72.27975744871986,1,314123,1,60,0.0,0,0,-158.0,-25.0,261,76.0,1,314123,1,60,0.0,0,0,-158.0,-25.0,261,71.91540065120219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,314219,M,South East Region,Lower Than A Level,Oct-20,0-35,0,120,N,Withdrawn,0.0,0,0,-94.0,-7.0,261,,1,1,314219,0,120,0.0,0,0,-94.0,-7.0,261,72.27975744871986,1,314219,0,120,0.0,0,0,-94.0,-7.0,261,76.0,1,314219,0,120,0.0,0,0,-94.0,-7.0,261,71.91548930602613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,314956,M,South East Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass,81.42857142857143,7,654,-113.0,,261,78.0,0,1,314956,1,60,81.42857142857143,7,654,-113.0,49.757644956314536,261,78.0,0,314956,1,60,81.42857142857143,7,654,-113.0,27.0,261,78.0,0,314956,1,60,81.42857142857143,7,654,-113.0,49.22281217773278,261,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,315082,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,0.0,0,37,-73.0,0.0,261,,0,1,315082,0,60,0.0,0,37,-73.0,0.0,261,72.27975744871986,0,315082,0,60,0.0,0,37,-73.0,0.0,261,76.0,0,315082,0,60,0.0,0,37,-73.0,0.0,261,71.91628627595388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,315388,M,South East Region,A Level or Equivalent,50-60%,0-35,1,60,Y,Withdrawn,62.0,1,165,-123.0,52.0,261,62.0,1,0,315388,1,60,62.0,1,165,-123.0,52.0,261,62.0,1,315388,1,60,62.0,1,165,-123.0,52.0,261,62.0,1,315388,1,60,62.0,1,165,-123.0,52.0,261,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,315517,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,180,Y,Withdrawn,0.0,0,419,-19.0,5.0,261,71.0,1,0,315517,0,180,0.0,0,419,-19.0,5.0,261,71.0,1,315517,0,180,0.0,0,419,-19.0,5.0,261,71.0,1,315517,0,180,0.0,0,419,-19.0,5.0,261,71.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,315625,M,South East Region,A Level or Equivalent,50-60%,0-35,1,60,N,Pass,66.57142857142857,7,717,-36.0,,261,74.0,0,1,315625,1,60,66.57142857142857,7,717,-36.0,49.757644956314536,261,74.0,0,315625,1,60,66.57142857142857,7,717,-36.0,27.0,261,74.0,0,315625,1,60,66.57142857142857,7,717,-36.0,49.22371917738758,261,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,315730,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,80.0,7,1753,-82.0,,261,90.0,0,1,315730,0,60,80.0,7,1753,-82.0,49.757644956314536,261,90.0,0,315730,0,60,80.0,7,1753,-82.0,27.0,261,90.0,0,315730,0,60,80.0,7,1753,-82.0,49.223861531593485,261,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,315909,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,49.833333333333336,6,421,-173.0,,261,68.0,0,1,315909,0,60,49.833333333333336,6,421,-173.0,49.757644956314536,261,68.0,0,315909,0,60,49.833333333333336,6,421,-173.0,27.0,261,68.0,0,315909,0,60,49.833333333333336,6,421,-173.0,49.224104211620705,261,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,317096,F,London Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,46.42857142857143,7,810,-114.0,,261,74.0,0,1,317096,0,90,46.42857142857143,7,810,-114.0,49.757644956314536,261,74.0,0,317096,0,90,46.42857142857143,7,810,-114.0,27.0,261,74.0,0,317096,0,90,46.42857142857143,7,810,-114.0,49.22571349202467,261,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,318574,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,0.0,0,95,-113.0,0.0,261,,1,1,318574,0,90,0.0,0,95,-113.0,0.0,261,72.27975744871986,1,318574,0,90,0.0,0,95,-113.0,0.0,261,76.0,1,318574,0,90,0.0,0,95,-113.0,0.0,261,71.91951109517485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,318794,F,North Western Region,Lower Than A Level,0-10%,0-35,0,150,N,Pass,71.0,7,954,-74.0,,261,81.0,0,1,318794,0,150,71.0,7,954,-74.0,49.757644956314536,261,81.0,0,318794,0,150,71.0,7,954,-74.0,27.0,261,81.0,0,318794,0,150,71.0,7,954,-74.0,49.2280155628974,261,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,318977,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,58.0,1,281,-201.0,,261,58.0,0,1,318977,0,60,58.0,1,281,-201.0,49.757644956314536,261,58.0,0,318977,0,60,58.0,1,281,-201.0,27.0,261,58.0,0,318977,0,60,58.0,1,281,-201.0,49.22826366594198,261,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,319479,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,0.0,0,99,-32.0,-1.0,261,,1,1,319479,0,60,0.0,0,99,-32.0,-1.0,261,72.27975744871986,1,319479,0,60,0.0,0,99,-32.0,-1.0,261,76.0,1,319479,0,60,0.0,0,99,-32.0,-1.0,261,71.92034685158808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,320963,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,50.71428571428572,7,866,-145.0,,261,59.0,0,1,320963,0,60,50.71428571428572,7,866,-145.0,49.757644956314536,261,59.0,0,320963,0,60,50.71428571428572,7,866,-145.0,27.0,261,59.0,0,320963,0,60,50.71428571428572,7,866,-145.0,49.23095619406521,261,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,325497,F,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Fail,52.142857142857146,7,1411,-152.0,,261,60.0,0,1,325497,0,90,52.142857142857146,7,1411,-152.0,49.757644956314536,261,60.0,0,325497,0,90,52.142857142857146,7,1411,-152.0,27.0,261,60.0,0,325497,0,90,52.142857142857146,7,1411,-152.0,49.23710318425186,261,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,328173,F,Scotland,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,57.0,4,750,-67.0,164.0,261,72.0,1,0,328173,0,90,57.0,4,750,-67.0,164.0,261,72.0,1,328173,0,90,57.0,4,750,-67.0,164.0,261,72.0,1,328173,0,90,57.0,4,750,-67.0,164.0,261,72.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,331315,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,130,N,Pass,71.0,7,1271,-23.0,,261,88.0,0,1,331315,1,130,71.0,7,1271,-23.0,49.757644956314536,261,88.0,0,331315,1,130,71.0,7,1271,-23.0,27.0,261,88.0,0,331315,1,130,71.0,7,1271,-23.0,49.24499096301365,261,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,331404,F,North Region,HE Qualification,?,55<=,0,60,N,Pass,89.0,7,1994,-54.0,,261,93.0,0,1,331404,0,60,89.0,7,1994,-54.0,49.757644956314536,261,93.0,0,331404,0,60,89.0,7,1994,-54.0,27.0,261,93.0,0,331404,0,60,89.0,7,1994,-54.0,49.24511162515009,261,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,332309,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,67.66666666666667,6,1398,-25.0,,261,87.0,0,1,332309,0,60,67.66666666666667,6,1398,-25.0,49.757644956314536,261,87.0,0,332309,0,60,67.66666666666667,6,1398,-25.0,27.0,261,87.0,0,332309,0,60,67.66666666666667,6,1398,-25.0,49.2463385828296,261,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,332436,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,87.71428571428571,7,2098,-74.0,,261,90.0,0,1,332436,0,60,87.71428571428571,7,2098,-74.0,49.757644956314536,261,90.0,0,332436,0,60,87.71428571428571,7,2098,-74.0,27.0,261,90.0,0,332436,0,60,87.71428571428571,7,2098,-74.0,49.246510763631036,261,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,332726,F,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,46.42857142857143,7,951,-170.0,,261,75.0,0,1,332726,0,60,46.42857142857143,7,951,-170.0,49.757644956314536,261,75.0,0,332726,0,60,46.42857142857143,7,951,-170.0,27.0,261,75.0,0,332726,0,60,46.42857142857143,7,951,-170.0,49.24690393239022,261,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,333155,M,North Western Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,0.0,0,3,-135.0,,261,,0,1,333155,0,120,0.0,0,3,-135.0,49.757644956314536,261,72.27975744871986,0,333155,0,120,0.0,0,3,-135.0,27.0,261,76.0,0,333155,0,120,0.0,0,3,-135.0,49.24748555100294,261,71.93297647004913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
DDD,2013J,334255,F,Scotland,HE Qualification,30-40%,0-35,0,60,Y,Pass,46.85714285714285,7,1033,-78.0,,261,58.0,0,1,334255,0,60,46.85714285714285,7,1033,-78.0,49.757644956314536,261,58.0,0,334255,0,60,46.85714285714285,7,1033,-78.0,27.0,261,58.0,0,334255,0,60,46.85714285714285,7,1033,-78.0,49.248976880779146,261,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,334257,M,North Region,Lower Than A Level,?,0-35,0,60,N,Pass,63.142857142857146,7,1636,-150.0,,261,75.0,0,1,334257,0,60,63.142857142857146,7,1636,-150.0,49.757644956314536,261,75.0,0,334257,0,60,63.142857142857146,7,1636,-150.0,27.0,261,75.0,0,334257,0,60,63.142857142857146,7,1636,-150.0,49.24897959228783,261,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,335018,F,London Region,Lower Than A Level,50-60%,0-35,1,100,N,Withdrawn,48.6,5,175,-2.0,233.0,261,75.0,1,0,335018,1,100,48.6,5,175,-2.0,233.0,261,75.0,1,335018,1,100,48.6,5,175,-2.0,233.0,261,75.0,1,335018,1,100,48.6,5,175,-2.0,233.0,261,75.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,335405,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,86.85714285714286,7,2032,-69.0,,261,87.0,0,1,335405,0,60,86.85714285714286,7,2032,-69.0,49.757644956314536,261,87.0,0,335405,0,60,86.85714285714286,7,2032,-69.0,27.0,261,87.0,0,335405,0,60,86.85714285714286,7,2032,-69.0,49.250535998272454,261,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,335910,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,0.0,0,0,-184.0,-43.0,261,65.0,1,0,335910,0,60,0.0,0,0,-184.0,-43.0,261,65.0,1,335910,0,60,0.0,0,0,-184.0,-43.0,261,65.0,1,335910,0,60,0.0,0,0,-184.0,-43.0,261,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,336037,M,North Region,Post Graduate Qualification,?,0-35,1,60,N,Pass,84.42857142857143,7,970,-36.0,,261,90.0,0,1,336037,1,60,84.42857142857143,7,970,-36.0,49.757644956314536,261,90.0,0,336037,1,60,84.42857142857143,7,970,-36.0,27.0,261,90.0,0,336037,1,60,84.42857142857143,7,970,-36.0,49.251392835016595,261,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,337314,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,0.0,0,0,-51.0,-2.0,261,,1,1,337314,1,60,0.0,0,0,-51.0,-2.0,261,72.27975744871986,1,337314,1,60,0.0,0,0,-51.0,-2.0,261,76.0,1,337314,1,60,0.0,0,0,-51.0,-2.0,261,71.93681725559895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,338034,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,62.285714285714285,7,1082,-86.0,,261,88.0,0,1,338034,0,60,62.285714285714285,7,1082,-86.0,49.757644956314536,261,88.0,0,338034,0,60,62.285714285714285,7,1082,-86.0,27.0,261,88.0,0,338034,0,60,62.285714285714285,7,1082,-86.0,49.25410027643758,261,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,339739,F,South Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail,81.0,6,853,-52.0,,261,93.0,0,1,339739,0,60,81.0,6,853,-52.0,49.757644956314536,261,93.0,0,339739,0,60,81.0,6,853,-52.0,27.0,261,93.0,0,339739,0,60,81.0,6,853,-52.0,49.256411837590704,261,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,339924,M,North Western Region,No Formal quals,Oct-20,0-35,3,60,N,Fail,38.66666666666666,3,265,-53.0,,261,50.0,0,1,339924,3,60,38.66666666666666,3,265,-53.0,49.757644956314536,261,50.0,0,339924,3,60,38.66666666666666,3,265,-53.0,27.0,261,50.0,0,339924,3,60,38.66666666666666,3,265,-53.0,49.25666265214397,261,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,341854,M,Wales,HE Qualification,70-80%,35-55,0,60,N,Fail,90.25,4,554,-35.0,,261,90.0,0,1,341854,0,60,90.25,4,554,-35.0,49.757644956314536,261,90.0,0,341854,0,60,90.25,4,554,-35.0,27.0,261,90.0,0,341854,0,60,90.25,4,554,-35.0,49.259279258024044,261,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,341855,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,29.166666666666668,6,698,-32.0,207.0,261,30.0,1,0,341855,0,60,29.166666666666668,6,698,-32.0,207.0,261,30.0,1,341855,0,60,29.166666666666668,6,698,-32.0,207.0,261,30.0,1,341855,0,60,29.166666666666668,6,698,-32.0,207.0,261,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,342100,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,84.5,6,2004,-54.0,,261,87.0,0,1,342100,0,60,84.5,6,2004,-54.0,49.757644956314536,261,87.0,0,342100,0,60,84.5,6,2004,-54.0,27.0,261,87.0,0,342100,0,60,84.5,6,2004,-54.0,49.25961277359218,261,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,342176,M,West Midlands Region,Lower Than A Level,60-70%,35-55,2,60,N,Withdrawn,0.0,0,0,-187.0,-5.0,261,,1,1,342176,2,60,0.0,0,0,-187.0,-5.0,261,72.27975744871986,1,342176,2,60,0.0,0,0,-187.0,-5.0,261,76.0,1,342176,2,60,0.0,0,0,-187.0,-5.0,261,71.94130725303663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDD,2013J,342387,F,London Region,A Level or Equivalent,20-30%,0-35,1,180,N,Fail,65.14285714285714,7,1440,-44.0,,261,67.0,0,1,342387,1,180,65.14285714285714,7,1440,-44.0,49.757644956314536,261,67.0,0,342387,1,180,65.14285714285714,7,1440,-44.0,27.0,261,67.0,0,342387,1,180,65.14285714285714,7,1440,-44.0,49.260001875088335,261,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DDD,2013J,342483,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,77.66666666666667,3,771,-85.0,233.0,261,77.0,1,0,342483,0,90,77.66666666666667,3,771,-85.0,233.0,261,77.0,1,342483,0,90,77.66666666666667,3,771,-85.0,233.0,261,77.0,1,342483,0,90,77.66666666666667,3,771,-85.0,233.0,261,77.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,342697,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,46.0,1,185,-38.0,68.0,261,46.0,1,0,342697,0,60,46.0,1,185,-38.0,68.0,261,46.0,1,342697,0,60,46.0,1,185,-38.0,68.0,261,46.0,1,342697,0,60,46.0,1,185,-38.0,68.0,261,46.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
