code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_assessment_score,assessment_count,total_vle_clicks,date_registration,date_unregistration,module_presentation_length,final_score,dropout,num_of_prev_attempts_Standardized,studied_credits_Standardized,avg_assessment_score_Standardized,assessment_count_Standardized,total_vle_clicks_Standardized,date_registration_Standardized,date_unregistration_Standardized,module_presentation_length_Standardized,final_score_Standardized,num_of_prev_attempts_Scaled,studied_credits_Scaled,avg_assessment_score_Scaled,assessment_count_Scaled,total_vle_clicks_Scaled,date_registration_Scaled,date_unregistration_Scaled,module_presentation_length_Scaled,final_score_Scaled,num_of_prev_attempts_Normalized,studied_credits_Normalized,avg_assessment_score_Normalized,assessment_count_Normalized,total_vle_clicks_Normalized,date_registration_Normalized,date_unregistration_Normalized,module_presentation_length_Normalized,final_score_Normalized
DDD,2014B,570215,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,69.85714285714286,7,1641,-72.0,49.757644956314536,241,84.0,0,-0.3402289803143461,-0.4810830156421975,0.3708472774207753,0.38590674327932584,0.251603542679805,-0.05258832766550003,1.5501297686317055e-16,-1.138953337617776,0.593560602971427,0.0,0.048,0.6985714285714286,0.5,0.0679812751149592,0.5112474437627812,0.5126794128013776,0.1999999999999993,0.84,0.0,0.03602316198728963,0.0419412528852015,0.004202702231850457,0.9852334803523713,-0.04322779438474755,0.02987379507278939,0.14469303398228,0.05043242678220548
DDD,2014B,571000,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,180,N,Pass,54.42857142857143,7,616,-73.0,49.757644956314536,241,51.0,0,1.7441851466378124,2.4406673822011666,-0.09773577372218836,0.38590674327932584,-0.35398137410968505,-0.07290289961627797,1.5501297686317055e-16,-1.138953337617776,-1.077693196798927,0.16666666666666666,0.24000000000000005,0.5442857142857144,0.5,0.025518869878619663,0.5092024539877301,0.5126794128013776,0.1999999999999993,0.51,0.0014383572303812463,0.25890430146862436,0.07828772925360784,0.010068500612668724,0.8860280539148477,-0.10500007781783098,0.07156926838965796,0.3466440925218804,0.07335621874944356
DDD,2014B,571008,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,0.0,0,117,-17.0,34.0,241,72.27975744871986,1,-0.3402289803143461,-0.4810830156421975,-1.7507926485876433,-1.232210756278152,-0.6487978360393978,1.064713129627287,-0.3437709415772489,-1.138953337617776,-7.196953012353272e-16,0.0,0.048,0.0,0.0,0.004846928207465098,0.6237218813905931,0.4932014833127317,0.1999999999999993,0.7227975744871986,0.0,0.20947881558551198,0.0,0.0,0.40848369039174837,-0.05935233108256172,0.11870466216512345,0.8414065759351398,0.2523512996860987
DDD,2014B,571292,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,81.0,3,328,-73.0,100.0,241,87.0,1,-0.3402289803143461,-0.4810830156421975,0.7092683699129155,-0.5387318278963757,-0.5241359653637077,-0.07290289961627797,1.0960941021522939,-1.138953337617776,0.7454927665869138,0.0,0.048,0.81,0.21428571428571427,0.013587969675628652,0.5092024539877301,0.5747836835599505,0.1999999999999993,0.87,0.0,0.1345910732013946,0.18169794882188273,0.006729553660069731,0.7357645335009572,-0.1637524723950301,0.2243184553356577,0.540607477358935,0.1951570561420222
DDD,2014B,571397,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,83.0,6,2518,-47.0,49.757644956314536,241,86.0,0,-0.3402289803143461,-0.4810830156421975,0.7700106172832998,0.15474710048540044,0.7697479056304224,0.4552759711039485,1.5501297686317055e-16,-1.138953337617776,0.6948487120484181,0.0,0.048,0.8300000000000001,0.42857142857142855,0.10431252330253947,0.5623721881390593,0.5126794128013776,0.1999999999999993,0.86,0.0,0.02367824715291399,0.03275490856153102,0.002367824715291399,0.9936971055172905,-0.018547960269782626,0.019636230250376,0.09510762606420453,0.03393882091917672
DDD,2014B,572043,M,North Region,A Level or Equivalent,Oct-20,35-55,0,120,N,Withdrawn,0.0,0,39,-54.0,-11.0,241,72.27975744871986,1,-0.3402289803143461,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.6948813711706956,0.31307396744850297,-1.3254971077564828,-1.138953337617776,-7.196953012353272e-16,0.0,0.14400000000000002,0.0,0.0,0.0016156427358216994,0.5480572597137015,0.4375772558714462,0.1999999999999993,0.7227975744871986,0.0,0.4183868395220085,0.0,0.0,0.13597572284465276,-0.18827407778490382,-0.03835212695618411,0.8402602360400337,0.25200749400322714
DDD,2014B,572235,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0.0,0,150,-80.0,142.0,241,72.27975744871986,1,-0.3402289803143461,-0.4810830156421975,-1.7507926485876433,-1.232210756278152,-0.6293009557915411,-0.21510490327172357,2.012371857252912,-1.138953337617776,-7.196953012353272e-16,0.0,0.048,0.0,0.0,0.006214010522391152,0.49488752556237225,0.626699629171817,0.1999999999999993,0.7227975744871986,0.0,0.1761893339997982,0.0,0.0,0.4404733349994955,-0.23491911199973092,0.4169814237995224,0.7076938248991894,0.2122487054426151
DDD,2014B,572414,F,Ireland,Lower Than A Level,Oct-20,0-35,1,180,N,Withdrawn,0.0,0,94,-114.0,143.0,241,45.0,1,1.7441851466378124,2.4406673822011666,-1.7507926485876433,-1.232210756278152,-0.662386570757601,-0.9058003495981736,2.0341879942791175,-1.138953337617776,-1.3815575240299003,0.16666666666666666,0.24000000000000005,0.0,0.0,0.003894113260698455,0.425357873210634,0.6279357231149567,0.1999999999999993,0.45,0.0027237947933694676,0.4902830628065042,0.0,0.0,0.25603671057672994,-0.3105126064441193,0.3895026554518339,0.6564345452020417,0.12257076570162605
DDD,2014B,572924,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,81.57142857142857,7,1556,-25.0,49.757644956314536,241,84.0,0,-0.3402289803143461,0.9797921832794845,0.7266232977330253,0.38590674327932584,0.20138430567774973,0.9021965540210632,1.5501297686317055e-16,-1.138953337617776,0.593560602971427,0.0,0.14400000000000002,0.8157142857142857,0.5,0.06446000248560421,0.6073619631901841,0.5126794128013776,0.1999999999999993,0.84,0.0,0.0757361364779148,0.05148254039153494,0.00441794129454503,0.9820452363302952,-0.01577836176623225,0.03140376491025889,0.15210340742647888,0.05301529553454036
DDD,2014B,573126,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,64.14285714285714,7,972,-122.0,49.757644956314536,241,77.0,0,-0.3402289803143461,-0.4810830156421975,0.19729799921967742,0.38590674327932584,-0.14365139325401827,-1.0683169252043971,1.5501297686317055e-16,-1.138953337617776,0.23905222120195802,0.0,0.048,0.6414285714285713,0.5,0.04026678818509466,0.40899795501022496,0.5126794128013776,0.1999999999999993,0.77,0.0,0.059007658975872686,0.06308199733373056,0.0068842268805184795,0.9559240754091375,-0.11998223991760779,0.048934702417079326,0.23701409688642194,0.07572649568570328
DDD,2014B,573235,M,Scotland,HE Qualification,60-70%,0-35,1,120,N,Fail,85.0,1,94,-24.0,49.757644956314536,241,85.0,0,1.7441851466378124,0.9797921832794845,0.8307528646536839,-1.0010511134842264,-0.662386570757601,0.9225111259718413,1.5501297686317055e-16,-1.138953337617776,0.6442046575099226,0.16666666666666666,0.14400000000000002,0.85,0.07142857142857142,0.003894113260698455,0.6094069529652352,0.5126794128013776,0.1999999999999993,0.85,0.003181088607111019,0.38173063285332226,0.2703925316044366,0.003181088607111019,0.2990223290684358,-0.07634612657066446,0.15828347748720722,0.7666423543137556,0.2703925316044366
DDD,2014B,574190,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,62.25,4,370,-12.0,136.0,241,72.0,1,-0.3402289803143461,-0.4810830156421975,0.13980980081556396,-0.3075721851024503,-0.4993217541391627,1.1662859893811766,1.881475035095681,-1.138953337617776,-0.014168051490519843,0.0,0.048,0.6225,0.2857142857142857,0.015327892621898175,0.6339468302658487,0.6192830655129788,0.1999999999999993,0.72,0.0,0.12612836083839885,0.13085817436983882,0.00840855738922659,0.7777915585034596,-0.02522567216767977,0.28589095123370406,0.506615582700902,0.1513540330060786
DDD,2014B,574590,M,South West Region,A Level or Equivalent,70-80%,0-35,0,180,N,Pass,83.57142857142857,7,1469,-68.0,49.757644956314536,241,82.0,0,-0.3402289803143461,2.4406673822011666,0.7873655451034094,0.38590674327932584,0.14998343956976376,0.02866996013761174,1.5501297686317055e-16,-1.138953337617776,0.4922724938944359,0.0,0.24000000000000005,0.8357142857142857,0.5,0.060855876382617344,0.5194274028629857,0.5126794128013776,0.1999999999999993,0.8200000000000001,0.0,0.11948864700957207,0.05547687182587275,0.004646780717038914,0.9751601247614521,-0.04514015553694945,0.03303040930118157,0.15998202182948262,0.05443371697102728
DDD,2014B,574909,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,98.28571428571428,7,5651,-27.0,49.757644956314536,241,100.0,0,-0.3402289803143461,-0.4810830156421975,1.2342549364712356,0.38590674327932584,2.6207699000708833,0.8615674101195074,1.5501297686317055e-16,-1.138953337617776,1.403865475587356,0.0,0.048,0.9828571428571428,0.5,0.23410248974688264,0.6032719836400818,0.5126794128013776,0.1999999999999993,1.0,0.0,0.010603554312321822,0.017369631825898603,0.001237081336437546,0.9986780903155102,-0.00477159944054482,0.008793464845791785,0.04259094315449265,0.01767259052053637
DDD,2014B,575603,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,81.0,7,661,-29.0,49.757644956314536,241,77.0,0,-0.3402289803143461,0.9797921832794845,0.7092683699129155,0.38590674327932584,-0.327394719226244,0.8209382662179515,1.5501297686317055e-16,-1.138953337617776,0.23905222120195802,0.0,0.14400000000000002,0.81,0.5,0.02738307303533701,0.5991820040899796,0.5126794128013776,0.1999999999999993,0.77,0.0,0.16557508294390266,0.1117631809871343,0.009658546505060988,0.9120427485493304,-0.040013978378109806,0.06865521825612532,0.33252995824567116,0.10624401155567087
DDD,2014B,575773,M,London Region,Lower Than A Level,30-40%,0-35,1,120,Y,Fail,0.0,0,1,-24.0,49.757644956314536,241,72.27975744871986,0,1.7441851466378124,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.7173323241833791,0.9225111259718413,1.5501297686317055e-16,-1.138953337617776,-7.196953012353272e-16,0.16666666666666666,0.14400000000000002,0.0,0.0,4.142673681594101e-05,0.6094069529652352,0.5126794128013776,0.1999999999999993,0.7227975744871986,0.003518876557611915,0.4222651869134298,0.0,0.0,0.003518876557611915,-0.08445303738268596,0.17509101039875197,0.8480492503844715,0.25434354407617554
DDD,2014B,575792,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,61.71428571428572,7,300,-61.0,49.757644956314536,241,74.0,0,-0.3402289803143461,-0.4810830156421975,0.1235395559842113,0.38590674327932584,-0.5406787728467376,0.17087196379305733,1.5501297686317055e-16,-1.138953337617776,0.0871200575864713,0.0,0.048,0.6171428571428572,0.5,0.012428021044782304,0.5337423312883436,0.5126794128013776,0.1999999999999993,0.74,0.0,0.14672976087266335,0.15092203975473947,0.017118472101810726,0.7336488043633167,-0.14917525688720773,0.12168212243378193,0.5893645395051977,0.1809667050762848
DDD,2014B,576041,M,South West Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,74.71428571428571,7,1474,-24.0,49.757644956314536,241,89.0,0,1.7441851466378124,0.9797921832794845,0.518364163891708,0.38590674327932584,0.15293751233459052,0.9225111259718413,1.5501297686317055e-16,-1.138953337617776,0.8467808756639049,0.16666666666666666,0.14400000000000002,0.7471428571428571,0.5,0.06106301006669705,0.6094069529652352,0.5126794128013776,0.1999999999999993,0.89,0.0006649309433416611,0.07979171320099933,0.049679840481098386,0.0046545166033916275,0.9801082104856085,-0.015958342640199866,0.033085397799261666,0.16024835734534032,0.05917885395740784
DDD,2014B,576350,F,Scotland,Lower Than A Level,Oct-20,0-35,0,70,N,Fail,0.0,0,96,-103.0,49.757644956314536,241,72.27975744871986,0,-0.3402289803143461,-0.2376038158219172,-1.7507926485876433,-1.232210756278152,-0.6612049416516703,-0.6823400581396163,1.5501297686317055e-16,-1.138953337617776,-7.196953012353272e-16,0.0,0.064,0.0,0.0,0.003976966734330337,0.44785276073619634,0.5126794128013776,0.1999999999999993,0.7227975744871986,0.0,0.23267992051117026,0.0,0.0,0.3191038909867478,-0.3423718830378648,0.1653943553322614,0.8010837263313147,0.24025783168192577
DDD,2014B,576584,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,69.5,6,1048,-20.0,49.757644956314536,241,78.0,0,-0.3402289803143461,-0.4810830156421975,0.3600004475332066,0.15474710048540044,-0.0987494872286512,1.003769413774953,1.5501297686317055e-16,-1.138953337617776,0.2896962757404536,0.0,0.048,0.6950000000000001,0.42857142857142855,0.04341522018310618,0.6175869120654397,0.5126794128013776,0.1999999999999993,0.78,0.0,0.05537989771876413,0.06414838152423512,0.005537989771876413,0.9673022134877467,-0.01845996590625471,0.04592622147345465,0.22244258917036924,0.07199386703439337
DDD,2014B,576827,F,East Anglian Region,Lower Than A Level,Oct-20,0-35,0,120,N,Withdrawn,0.0,0,180,-65.0,38.0,241,72.27975744871986,1,-0.3402289803143461,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.6115765192025804,0.08961367598994557,-0.25650639347242815,-1.138953337617776,-7.196953012353272e-16,0.0,0.14400000000000002,0.0,0.0,0.007456812626869382,0.5255623721881391,0.4981458590852904,0.1999999999999993,0.7227975744871986,0.0,0.3526753007288001,0.0,0.0,0.5290129510932001,-0.1910324545614334,0.11168051189745336,0.7082895622970069,0.21242737662360006
DDD,2014B,576869,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,0.0,0,0,-291.0,-53.0,241,72.27975744871986,1,-0.3402289803143461,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,-4.501479584885869,-2.241774862857101,-1.138953337617776,-7.196953012353272e-16,0.0,0.14400000000000002,0.0,0.0,0.0,0.06339468302658491,0.38566131025957967,0.1999999999999993,0.7227975744871986,0.0,0.2952448421259511,0.0,0.0,0.0,-0.7159687421554314,-0.13039980527229506,0.5929500579362851,0.17783521314041112
DDD,2014B,577954,F,South Region,Lower Than A Level,40-50%,0-35,0,150,Y,Withdrawn,43.16666666666666,6,1699,-73.0,210.0,241,50.0,1,-0.3402289803143461,1.7102297827403254,-0.43977247617685195,0.15474710048540044,0.28587078675179567,-0.07290289961627797,3.4958691750348656,-1.138953337617776,-1.1283372513374224,0.0,0.192,0.4316666666666666,0.42857142857142855,0.07038402585028378,0.5092024539877301,0.7107540173053151,0.1999999999999993,0.5,0.0,0.086300865589857,0.024835471319747733,0.00345203462359428,0.9775011375811137,-0.04199975458706374,0.1208212118257998,0.13865672404770357,0.028766955196619
DDD,2014B,577977,F,West Midlands Region,Lower Than A Level,90-100%,0-35,1,180,N,Withdrawn,0.0,0,0,-148.0,-12.0,241,80.0,1,1.7441851466378124,2.4406673822011666,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,-1.5964957959246238,-1.3473132447826879,-1.138953337617776,0.39098438481744474,0.16666666666666666,0.24000000000000005,0.0,0.0,0.0,0.3558282208588957,0.43634116192830646,0.1999999999999993,0.8,0.0028997081590599466,0.5219474686307904,0.0,0.0,0.0,-0.42915680754087215,-0.03479649790871936,0.6988296663334472,0.23197665272479576
DDD,2014B,578031,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,78.85714285714286,7,817,-151.0,49.757644956314536,241,86.0,0,-0.3402289803143461,-0.4810830156421975,0.6441873905875041,0.38590674327932584,-0.23522764896364848,-1.6574395117769576,1.5501297686317055e-16,-1.138953337617776,0.6948487120484181,0.0,0.048,0.7885714285714286,0.5,0.0338456439786238,0.34969325153374237,0.5126794128013776,0.1999999999999993,0.86,0.0,0.06846040496857148,0.08997653224440823,0.007987047246333338,0.9322025143220481,-0.17229201917090486,0.05677380873319485,0.27498262662376205,0.09812658045495244
DDD,2014B,578595,M,North Western Region,HE Qualification,50-60%,0-35,0,120,N,Fail,54.75,4,984,-34.0,49.757644956314536,241,58.0,0,-0.3402289803143461,0.9797921832794845,-0.08797362682337669,-0.3075721851024503,-0.136561618618434,0.7193654064640618,1.5501297686317055e-16,-1.138953337617776,-0.7231848150294579,0.0,0.14400000000000002,0.5475,0.2857142857142857,0.04076390902688595,0.588957055214724,0.5126794128013776,0.1999999999999993,0.58,0.0,0.11706640819456114,0.05341154873876852,0.0039022136064853718,0.9599445471954015,-0.03316881565512566,0.0485412397937997,0.23510836979074365,0.05658209729403789
DDD,2014B,578815,M,North Region,Post Graduate Qualification,?,35-55,0,60,N,Pass,77.85714285714286,7,605,-22.0,49.757644956314536,241,89.0,0,-0.3402289803143461,-0.4810830156421975,0.613816266902312,0.38590674327932584,-0.360480334192304,0.9631402698733971,1.5501297686317055e-16,-1.138953337617776,0.8467808756639049,0.0,0.048,0.7785714285714286,0.5,0.025063175773644312,0.6134969325153374,0.5126794128013776,0.1999999999999993,0.89,0.0,0.08997438320120403,0.11675247343965763,0.010497011373473805,0.9072416972788073,-0.03299060717377481,0.07461522357481502,0.36139710585816953,0.13346200174845266
DDD,2014B,579134,F,London Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,50.85714285714285,7,1448,2.0,49.757644956314536,241,51.0,0,-0.3402289803143461,-0.4810830156421975,-0.20620407259787474,0.38590674327932584,0.13757633395749128,1.4506899966920677,1.5501297686317055e-16,-1.138953337617776,-1.077693196798927,0.0,0.048,0.5085714285714285,0.5,0.05998591490948258,0.6625766871165645,0.5126794128013776,0.1999999999999993,0.51,0.0,0.040767292715013406,0.034555133825106596,0.004756184150084898,0.9838506641889903,0.0013589097571671137,0.03380807461239642,0.1637486257386372,0.034652198807761395
DDD,2014B,579178,F,Yorkshire Region,HE Qualification,Oct-20,0-35,0,120,N,Withdrawn,0.0,0,185,-25.0,9.0,241,72.27975744871986,1,-0.3402289803143461,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.6086224464377535,0.9021965540210632,-0.8891743672323789,-1.138953337617776,-7.196953012353272e-16,0.0,0.14400000000000002,0.0,0.0,0.007663946310949087,0.6073619631901841,0.4622991347342397,0.1999999999999993,0.7227975744871986,0.0,0.35755424296122224,0.0,0.0,0.5512294578985509,-0.07449046728358796,0.026816568222091667,0.7180881046137879,0.21536611629998162
DDD,2014B,579711,M,East Anglian Region,HE Qualification,80-90%,35-55,0,120,N,Pass,60.42857142857143,7,776,-29.0,49.757644956314536,241,76.0,0,-0.3402289803143461,0.9797921832794845,0.08449096838896415,0.38590674327932584,-0.2594510456352281,0.8209382662179515,1.5501297686317055e-16,-1.138953337617776,0.18840816666346244,0.0,0.14400000000000002,0.6042857142857143,0.5,0.03214714776917022,0.5991820040899796,0.5126794128013776,0.1999999999999993,0.76,0.0,0.14473066258687092,0.07288222651696001,0.008442621984234138,0.9359249513950987,-0.03497657679182714,0.06001214102741399,0.29066741402863244,0.09166275297168493
DDD,2014B,580912,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,Y,Pass,52.57142857142857,7,458,-208.0,49.757644956314536,241,79.0,0,-0.3402289803143461,0.2493545838186435,-0.1541392891375452,0.38590674327932584,-0.44733007347821135,-2.8153701129713,1.5501297686317055e-16,-1.138953337617776,0.34034033027894917,0.0,0.09600000000000002,0.5257142857142857,0.5,0.01897344546170098,0.2331288343558282,0.5126794128013776,0.1999999999999993,0.79,0.0,0.15649486139985166,0.09141287142086574,0.012171822553321797,0.7963849613459119,-0.36167701301299054,0.08652017501134969,0.41905846219293613,0.13736771167320314
DDD,2014B,581409,M,South Region,Lower Than A Level,80-90%,35-55,1,120,Y,Withdrawn,0.0,0,0,-114.0,-66.0,241,72.27975744871986,1,1.7441851466378124,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,-0.9058003495981736,-2.5253846441977683,-1.138953337617776,-7.196953012353272e-16,0.16666666666666666,0.14400000000000002,0.0,0.0,0.0,0.425357873210634,0.36959208899876383,0.1999999999999993,0.7227975744871986,0.003243432272797233,0.38921187273566793,0.0,0.0,0.0,-0.36975127909888456,-0.21406653000461737,0.7816671777441331,0.23443449797913418
DDD,2014B,581648,F,Ireland,A Level or Equivalent,?,35-55,1,180,N,Distinction,73.85714285714286,7,1087,-29.0,49.757644956314536,241,75.0,0,1.7441851466378124,2.4406673822011666,0.49233177216154367,0.38590674327932584,-0.07570771966300231,0.8209382662179515,1.5501297686317055e-16,-1.138953337617776,0.13776411212496686,0.16666666666666666,0.24000000000000005,0.7385714285714287,0.5,0.045030862918927876,0.5991820040899796,0.5126794128013776,0.1999999999999993,0.75,0.0008816488829549228,0.1586967989318861,0.06511606749824216,0.00617154218068446,0.9583523357720011,-0.025567817605692763,0.04386877209420236,0.2124773807921364,0.0661236662216192
DDD,2014B,581909,M,North Western Region,Lower Than A Level,0-10%,35-55,0,240,Y,Fail,0.0,0,84,-127.0,49.757644956314536,241,72.27975744871986,0,-0.3402289803143461,3.9015425811228486,-1.7507926485876433,-1.232210756278152,-0.6682947162872546,-1.1698897849582868,1.5501297686317055e-16,-1.138953337617776,-7.196953012353272e-16,0.0,0.336,0.0,0.0,0.003479845892539045,0.39877300613496935,0.5126794128013776,0.1999999999999993,0.7227975744871986,0.0,0.6268943382482222,0.0,0.0,0.21941301838687777,-0.3317315873230176,0.12996994128199496,0.6295063979909231,0.18879904464398853
DDD,2014B,582366,M,South East Region,Lower Than A Level,40-50%,0-35,1,180,N,Fail,0.0,0,0,-73.0,49.757644956314536,241,72.27975744871986,0,1.7441851466378124,2.4406673822011666,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,-0.07290289961627797,1.5501297686317055e-16,-1.138953337617776,-7.196953012353272e-16,0.16666666666666666,0.24000000000000005,0.0,0.0,0.0,0.5092024539877301,0.5126794128013776,0.1999999999999993,0.7227975744871986,0.0031081813948857996,0.559472651079444,0.0,0.0,0.0,-0.22689724182666338,0.1546557863065501,0.7490717161674778,0.2246585973289694
DDD,2014B,582479,M,South Region,Lower Than A Level,90-100%,0-35,0,60,Y,Pass,70.57142857142857,7,1179,-178.0,49.757644956314536,241,73.0,0,-0.3402289803143461,-0.4810830156421975,0.3925409371959123,0.38590674327932584,-0.021352780790189544,-2.205932954447962,1.5501297686317055e-16,-1.138953337617776,0.03647600304797573,0.0,0.048,0.7057142857142857,0.5,0.04884212270599445,0.294478527607362,0.5126794128013776,0.1999999999999993,0.73,0.0,0.04905130861839592,0.0576936820416371,0.00572265267214619,0.9638582143514798,-0.14551888223457454,0.04067795998127926,0.19702275628389027,0.0596790921523817
DDD,2014B,582920,F,Ireland,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,0.0,0,7,-17.0,49.757644956314536,241,72.27975744871986,0,-0.3402289803143461,-0.4810830156421975,-1.7507926485876433,-1.232210756278152,-0.713787436865587,1.064713129627287,1.5501297686317055e-16,-1.138953337617776,-7.196953012353272e-16,0.0,0.048,0.0,0.0,0.0002899871577115871,0.6237218813905931,0.5126794128013776,0.1999999999999993,0.7227975744871986,0.0,0.22723493198914926,0.0,0.0,0.026510742065400748,-0.06438323073025896,0.18844458445980616,0.9127269768230829,0.2737414294675344
DDD,2014B,583053,F,North Western Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass,51.42857142857143,7,1758,-262.0,49.757644956314536,241,48.0,0,-0.3402289803143461,-0.4810830156421975,-0.18884914477776463,0.38590674327932584,0.32072884537675167,-3.9123569983133093,1.5501297686317055e-16,-1.138953337617776,-1.2296253604144136,0.0,0.048,0.5142857142857143,0.5,0.07282820332242429,0.12269938650306744,0.5126794128013776,0.1999999999999993,0.48,0.0,0.033393357621432494,0.028622877961227856,0.0038958917225004577,0.9784253783079722,-0.14581766161358856,0.027692913873774636,0.1341299864460872,0.026714686097145997
DDD,2014B,583348,M,West Midlands Region,A Level or Equivalent,Oct-20,35-55,0,120,N,Withdrawn,0.0,0,0,-262.0,-147.0,241,72.27975744871986,1,-0.3402289803143461,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,-3.9123569983133093,-4.292491743320389,-1.138953337617776,-7.196953012353272e-16,0.0,0.14400000000000002,0.0,0.0,0.0,0.12269938650306744,0.26946847960444986,0.1999999999999993,0.7227975744871986,0.0,0.292806308292587,0.0,0.0,0.0,-0.6392937731054816,-0.3586877276584191,0.5880526691542789,0.17636640785702734
DDD,2014B,583713,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,74.0,7,1571,-75.0,49.757644956314536,241,81.0,0,-0.3402289803143461,-0.4810830156421975,0.496670504116571,0.38590674327932584,0.2102465239722301,-0.11353204351783386,1.5501297686317055e-16,-1.138953337617776,0.4416284393559403,0.0,0.048,0.74,0.5,0.06508140353784332,0.5051124744376279,0.5126794128013776,0.1999999999999993,0.81,0.0,0.03757412921379552,0.046341426030347806,0.004383648408276144,0.983815949914546,-0.0469676615172444,0.03116000301604539,0.15092275234207866,0.05072507443862395
DDD,2014B,583775,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,1,120,N,Pass,70.0,6,568,-22.0,49.757644956314536,241,76.0,0,1.7441851466378124,0.9797921832794845,0.3751860093758026,0.15474710048540044,-0.38234047265202215,0.9631402698733971,1.5501297686317055e-16,-1.138953337617776,0.18840816666346244,0.16666666666666666,0.14400000000000002,0.7000000000000001,0.42857142857142855,0.023530386511454494,0.6134969325153374,0.5126794128013776,0.1999999999999993,0.76,0.0015640705425052294,0.18768846510062753,0.10948493797536606,0.009384423255031376,0.8883920681429703,-0.034409551935115044,0.07782446674060546,0.3769410007437603,0.11886936123039743
DDD,2014B,584077,M,North Western Region,A Level or Equivalent,20-30%,0-35,1,150,N,Withdrawn,57.66666666666666,3,210,17.0,89.0,241,50.0,1,1.7441851466378124,1.7102297827403254,0.0006088172584332816,-0.5387318278963757,-0.5938520826136197,1.7554085759537368,0.8561165948640368,-1.138953337617776,-1.1283372513374224,0.16666666666666666,0.192,0.5766666666666665,0.21428571428571427,0.008699614731347612,0.6932515337423313,0.561186650185414,0.1999999999999993,0.5,0.0026848521338940124,0.40272782008410185,0.1548264730545547,0.008054556401682038,0.5638189481177426,0.04564248627619821,0.2389518399165671,0.647049364268457,0.13424260669470062
DDD,2014B,584082,F,South West Region,Lower Than A Level,30-40%,0-35,1,180,N,Fail,37.0,1,84,-15.0,49.757644956314536,241,37.0,0,1.7441851466378124,2.4406673822011666,-0.6270610722355362,-1.0010511134842264,-0.6682947162872546,1.1053422735288427,1.5501297686317055e-16,-1.138953337617776,-1.7867099603378649,0.16666666666666666,0.24000000000000005,0.37,0.07142857142857142,0.003479845892539045,0.6278118609406953,0.5126794128013776,0.1999999999999993,0.37,0.003116220256555503,0.5609196461799906,0.11530014949255361,0.003116220256555503,0.2617625015506623,-0.04674330384833254,0.15505578113136412,0.7510090818298762,0.11530014949255361
DDD,2014B,584089,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,0.0,0,24,-41.0,34.0,241,72.27975744871986,1,-0.3402289803143461,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.7037435894651759,0.5771634028086162,-0.3437709415772489,-1.138953337617776,-7.196953012353272e-16,0.0,0.14400000000000002,0.0,0.0,0.0009942416835825843,0.5746421267893661,0.4932014833127317,0.1999999999999993,0.7227975744871986,0.0,0.42132929458983726,0.0,0.0,0.08426585891796745,-0.1439541756515277,0.11937663346712055,0.8461696666345898,0.25377982682494726
